"id","credit","duration","total","scans","voidedScans","attemptsWoScan","modifiedQuantities","fraud"
1000583,"Low",1096,32.46,16,6,1,5,0
1000584,"High",1737,84.73,19,7,3,2,0
1000585,"High",19,77.04,17,1,8,4,0
1000586,"High",1596,75.16,1,4,9,5,0
1000587,"Low",1131,90.29,20,3,7,2,0
1000588,"High",72,48.47,19,0,6,5,0
1000589,"Low",896,0.21,1,0,4,5,0
1000590,"High",1028,28.31,14,7,2,0,0
1000591,"High",1104,65.3,2,6,8,5,0
1000592,"High",63,19.6,18,8,5,0,0
1000593,"Low",1495,14.46,12,10,4,5,0
1000594,"Low",646,98.47,3,3,4,4,0
1000595,"Low",1395,33.55,22,5,7,5,1
1000596,"High",167,50.08,20,10,9,5,0
1000597,"Low",336,42.97,25,10,5,1,1
1000598,"High",294,14.18,15,5,7,0,0
1000599,"Low",1128,58.16,8,1,6,1,0
1000600,"Low",1610,16.68,6,3,1,2,0
1000601,"High",1649,97.7,14,2,8,1,0
1000602,"Low",573,50.96,21,10,8,0,1
1000603,"Low",798,80.51,24,3,9,1,1
1000604,"High",1547,35.32,13,5,8,5,0
1000605,"Low",533,12.42,18,3,6,4,0
1000606,"Low",1027,5,11,9,5,4,0
1000607,"High",1771,30.7,15,11,1,1,0
1000608,"Low",1494,69.85,17,3,2,3,0
1000609,"Low",556,18.78,24,10,0,4,0
1000610,"Low",18,99.41,6,2,0,0,0
1000611,"Low",325,3.64,26,5,2,5,0
1000612,"Low",1531,82.79,11,11,10,3,0
1000613,"Low",320,54.54,26,4,2,5,0
1000614,"Low",1135,30.9,6,2,6,2,0
1000615,"High",835,84.16,10,11,1,5,0
1000616,"High",45,85.57,1,0,10,2,0
1000617,"Low",140,55.9,21,3,8,3,0
1000618,"High",1028,19.96,2,8,7,1,0
1000619,"Low",1085,70.61,2,11,9,3,0
1000620,"High",226,77.66,18,10,2,4,0
1000621,"Low",903,39.54,20,11,8,5,1
1000622,"High",1829,48.85,9,0,10,4,0
1000623,"High",1787,81.88,13,9,9,3,0
1000624,"High",231,67.06,17,9,2,2,0
1000625,"Low",1635,31.26,22,4,7,0,1
1000626,"High",1218,2.14,8,7,10,3,0
1000627,"Low",1794,87.38,17,6,4,3,0
1000628,"Low",459,41.45,3,2,8,5,0
1000629,"Low",316,22.54,25,2,10,5,1
1000630,"High",1517,87.1,12,6,5,5,0
1000631,"High",1030,7.97,12,8,9,1,0
1000632,"Low",1455,78.27,22,5,2,3,0
1000633,"Low",889,48.07,9,1,1,3,0
1000634,"High",1660,8.55,7,8,8,2,0
1000635,"High",952,0.96,27,11,2,3,0
1000636,"Low",1255,33.07,8,1,2,4,0
1000637,"High",1481,44.05,30,2,7,2,0
1000638,"Low",57,53.47,2,7,5,5,0
1000639,"High",1030,27.34,21,3,5,0,0
1000640,"Low",141,21.35,19,8,6,3,0
1000641,"High",284,61.22,21,2,5,4,0
1000642,"Low",1100,95.16,2,6,0,4,0
1000643,"High",766,72.77,17,6,2,1,0
1000644,"Low",100,60.02,17,11,0,2,0
1000645,"Low",402,16.11,10,10,3,4,0
1000646,"High",344,88.12,15,5,7,0,0
1000647,"Low",559,6.28,17,1,4,1,0
1000648,"Low",1475,72.41,28,6,1,2,1
1000649,"High",1176,6.91,2,4,3,2,0
1000650,"High",341,67.31,18,3,1,5,0
1000651,"High",12,69.77,29,2,6,1,0
1000652,"High",695,19.69,12,3,8,1,0
1000653,"High",1721,59.25,7,8,7,3,0
1000654,"Low",1618,88.36,11,9,6,1,0
1000655,"Low",702,21.27,27,2,3,2,0
1000656,"High",392,26.14,3,9,3,2,0
1000657,"Low",1447,86.54,2,7,6,3,0
1000658,"Low",830,66.16,2,0,10,5,0
1000659,"High",322,16.96,21,1,6,2,0
1000660,"Low",439,46.47,9,4,5,0,0
1000661,"High",36,59.99,18,8,5,3,0
1000662,"Low",1,84.2,24,6,3,5,0
1000663,"High",18,45.75,20,0,3,2,0
1000664,"Low",1055,25.62,25,10,6,3,1
1000665,"Low",972,89.06,23,3,2,5,0
1000666,"Low",375,63.79,23,10,5,1,1
1000667,"High",819,20.85,24,5,9,0,0
1000668,"Low",1581,1.18,10,0,2,2,0
1000669,"High",1365,52.93,5,3,5,0,0
1000670,"High",1220,59.73,17,6,2,2,0
1000671,"High",1287,16.8,26,7,6,5,0
1000672,"High",1064,53.57,14,1,0,2,0
1000673,"High",858,91.45,4,11,2,2,0
1000674,"High",1368,89.55,3,7,8,0,0
1000675,"Low",1542,54.66,2,4,1,2,0
1000676,"High",1169,35.29,9,4,8,4,0
1000677,"Low",1655,10.84,25,11,1,4,1
1000678,"Low",1118,18.37,15,0,7,5,0
1000679,"High",1181,54.14,17,1,8,4,0
1000680,"Low",1152,88.9,1,6,1,0,0
1000681,"Low",1665,96.24,18,8,6,0,0
1000682,"Low",1460,32.89,18,9,5,0,0
1000683,"High",551,70.39,7,0,9,0,0
1000684,"Low",1478,1.45,28,7,6,0,1
1000685,"High",1617,43.83,6,10,8,4,0
1000686,"High",1373,31.59,9,3,1,4,0
1000687,"High",732,75.08,14,0,7,3,0
1000688,"Low",1596,71.32,12,3,1,1,0
1000689,"Low",1294,11.02,19,0,0,0,0
1000690,"High",1204,47.56,30,8,3,0,1
1000691,"High",965,88.48,1,0,1,0,0
1000692,"Low",393,57.17,5,5,9,1,0
1000693,"Low",1817,76.52,10,8,9,1,0
1000694,"Low",1234,33.67,12,10,2,3,0
1000695,"High",1125,0.32,8,8,4,2,0
1000696,"High",570,86.39,22,7,4,2,0
1000697,"Low",1661,9.68,24,8,8,1,1
1000698,"Low",58,43.89,4,9,0,0,0
1000699,"Low",705,48,14,10,3,0,0
1000700,"High",1416,11.58,29,3,7,4,0
1000701,"High",1016,95.74,4,3,5,5,0
1000702,"Low",569,11.02,25,8,8,3,1
1000703,"Low",1069,20.61,18,0,5,3,0
1000704,"Low",188,77.06,25,2,7,4,0
1000705,"High",548,87.55,25,6,10,3,0
1000706,"Low",640,16.83,18,7,6,4,0
1000707,"Low",1811,66.21,20,4,10,2,1
1000708,"High",1292,24.51,12,4,5,0,0
1000709,"Low",233,64.37,14,4,4,4,0
1000710,"Low",901,38.41,22,11,3,3,1
1000711,"High",632,72.25,29,2,8,0,0
1000712,"Low",50,83.41,11,0,0,3,0
1000713,"Low",1484,25.32,22,4,7,4,1
1000714,"High",597,27.01,10,8,5,2,0
1000715,"High",382,94.79,6,9,7,3,0
1000716,"High",430,35.19,17,9,0,4,0
1000717,"Low",489,60.99,21,1,2,1,0
1000718,"Low",756,24.61,9,7,5,3,0
1000719,"Low",50,88.96,15,6,0,4,0
1000720,"High",1046,61.91,29,5,6,0,0
1000721,"Low",451,43.59,4,2,8,3,0
1000722,"Low",421,72.91,2,11,2,3,0
1000723,"Low",184,28.58,10,9,4,5,0
1000724,"High",1689,47.83,6,4,7,4,0
1000725,"Low",1195,39.56,30,6,2,4,1
1000726,"Low",789,7.44,11,1,2,4,0
1000727,"Low",1607,44.83,19,9,7,5,1
1000728,"High",519,60.08,30,9,8,1,1
1000729,"Low",79,29.85,7,9,0,3,0
1000730,"Low",792,67.93,29,7,10,0,1
1000731,"High",1687,74.09,21,1,6,1,0
1000732,"High",1802,97.87,6,10,6,3,0
1000733,"High",632,33,25,6,2,2,0
1000734,"Low",67,27.54,16,4,1,2,0
1000735,"Low",1317,5.36,13,11,8,1,0
1000736,"High",1181,46.13,22,8,10,1,0
1000737,"High",200,70.8,20,10,0,4,0
1000738,"Low",778,37.87,20,3,7,2,0
1000739,"High",1818,33.69,29,7,2,4,1
1000740,"Low",163,80.39,2,3,2,5,0
1000741,"Low",1666,74.52,30,0,4,0,1
1000742,"Low",675,28.23,23,11,1,2,0
1000743,"Low",97,54.24,8,8,8,5,0
1000744,"High",921,60.16,18,8,2,5,0
1000745,"Low",1371,63.07,9,7,7,1,0
1000746,"Low",475,21.17,17,8,1,2,0
1000747,"High",916,53.76,26,7,8,1,1
1000748,"Low",529,36.31,3,5,6,1,0
1000749,"Low",578,16.77,26,10,0,5,1
1000750,"Low",426,58.95,13,2,5,4,0
1000751,"High",1620,52.26,8,3,5,5,0
1000752,"High",979,58.55,18,8,0,2,0
1000753,"High",63,14.33,19,3,10,3,0
1000754,"High",622,50.58,16,5,3,3,0
1000755,"High",71,45.97,29,0,6,1,0
1000756,"High",718,72.31,27,2,9,3,0
1000757,"Low",924,59.35,29,11,1,3,1
1000758,"High",1751,57.55,2,9,1,0,0
1000759,"High",783,97.3,28,8,1,1,0
1000760,"Low",347,61.81,30,4,0,4,0
1000761,"Low",1029,47.88,27,3,2,0,1
1000762,"Low",884,62.48,22,11,9,4,1
1000763,"Low",643,61.27,16,2,4,5,0
1000764,"Low",900,6.33,9,1,6,5,0
1000765,"Low",654,41.69,5,10,6,2,0
1000766,"High",1277,80.73,1,2,0,5,0
1000767,"Low",1393,25.86,11,11,9,0,0
1000768,"High",29,66.14,9,8,6,2,0
1000769,"High",1014,3.23,11,6,7,0,0
1000770,"Low",347,23.95,13,7,3,0,0
1000771,"High",1416,24.62,30,2,10,3,1
1000772,"High",648,54.6,22,7,10,0,0
1000773,"Low",1021,38.91,12,6,1,3,0
1000774,"High",1785,24.71,7,10,10,0,0
1000775,"Low",400,29.38,22,8,5,4,0
1000776,"High",860,23.69,1,3,7,4,0
1000777,"High",1260,50.27,24,1,2,0,0
1000778,"High",1521,52.83,12,11,6,2,0
1000779,"Low",1021,29.51,16,6,4,4,0
1000780,"High",1291,66.24,29,5,3,3,0
1000781,"High",590,48.5,27,7,3,5,0
1000782,"High",1078,39.88,10,6,8,2,0
1000783,"High",1465,53.92,19,4,2,0,0
1000784,"High",262,86.7,12,6,3,3,0
1000785,"Low",956,60.16,15,6,9,4,0
1000786,"High",1372,46.98,17,7,5,5,0
1000787,"Low",1420,95.33,6,3,2,5,0
1000788,"Low",62,5.55,13,8,6,0,0
1000789,"Low",57,14.12,27,2,2,2,0
1000790,"High",822,50.37,9,3,0,0,0
1000791,"High",1701,37.99,16,6,3,5,0
1000792,"High",1208,73.19,21,9,9,3,0
1000793,"High",616,98.98,13,1,6,5,0
1000794,"Low",954,38.12,12,7,10,5,0
1000795,"Low",1038,28.72,27,6,1,4,1
1000796,"Low",334,10.65,28,6,10,4,1
1000797,"High",1318,91.79,23,8,10,4,0
1000798,"Low",674,82.2,7,4,9,1,0
1000799,"Low",1797,83.36,29,5,6,0,1
1000800,"High",1631,98.21,6,9,3,3,0
1000801,"High",1364,42.22,8,4,3,2,0
1000802,"Low",322,21.31,29,10,8,1,1
1000803,"High",1061,8.5,18,10,8,3,0
1000804,"High",269,88.82,27,6,4,3,0
1000805,"High",998,99.05,19,9,8,3,0
1000806,"Low",387,9.89,24,1,7,3,0
1000807,"Low",786,79.33,17,11,2,2,0
1000808,"Low",795,66.58,16,4,3,5,0
1000809,"Low",293,29.07,1,1,9,4,0
1000810,"High",136,27.45,20,1,4,3,0
1000811,"High",1020,67.75,29,3,8,3,1
1000812,"Low",1006,93.52,22,1,7,5,0
1000813,"Low",540,54.82,4,4,4,0,0
1000814,"Low",1580,17.12,5,0,9,2,0
1000815,"High",874,1.55,9,6,7,2,0
1000816,"High",1605,74.46,4,11,7,2,0
1000817,"Low",1038,67.8,12,6,5,4,0
1000818,"High",1694,1.25,24,5,2,1,0
1000819,"Low",76,58.9,13,6,6,4,0
1000820,"High",1477,36.24,9,0,6,0,0
1000821,"Low",989,95.75,13,10,3,0,0
1000822,"Low",306,55.16,9,3,1,0,0
1000823,"High",1030,45.71,15,6,6,5,0
1000824,"High",1028,61.24,22,10,3,5,0
1000825,"Low",1671,99.19,19,4,7,1,0
1000826,"High",1212,85.84,27,11,6,5,1
1000827,"Low",580,46.5,5,11,9,2,0
1000828,"Low",203,50.37,28,7,5,5,1
1000829,"Low",1497,23.08,26,11,10,5,1
1000830,"High",783,61.56,16,6,8,3,0
1000831,"High",1639,78.76,24,4,2,5,0
1000832,"Low",541,34.29,4,6,7,5,0
1000833,"Low",103,15.72,28,0,6,4,0
1000834,"High",794,25.34,25,4,0,5,0
1000835,"High",646,32.46,25,10,9,3,0
1000836,"High",1367,36.54,15,6,10,1,0
1000837,"Low",706,14.25,16,0,7,5,0
1000838,"Low",231,16.04,2,4,6,3,0
1000839,"High",620,2.9,22,9,7,3,0
1000840,"High",478,67.66,12,8,4,4,0
1000841,"High",1368,51.33,3,11,0,2,0
1000842,"High",216,21.97,6,1,5,4,0
1000843,"Low",179,97.69,3,8,2,4,0
1000844,"Low",1525,28.73,2,9,1,0,0
1000845,"High",457,55.36,25,2,3,5,0
1000846,"High",814,13.89,9,7,3,4,0
1000847,"High",1671,19.41,1,11,3,1,0
1000848,"High",1509,41.86,30,5,6,4,1
1000849,"High",1597,31.75,19,5,0,4,0
1000850,"High",631,22.78,8,4,3,0,0
1000851,"High",1616,1.27,21,11,10,1,0
1000852,"Low",264,56.05,18,10,5,3,0
1000853,"Low",1304,63.79,27,3,4,1,1
1000854,"Low",1259,44.15,20,9,3,5,0
1000855,"High",668,95.68,6,5,6,4,0
1000856,"Low",1818,92.12,18,3,9,3,1
1000857,"High",37,28.22,2,4,5,2,0
1000858,"High",1499,76.07,28,11,6,2,1
1000859,"High",378,58.81,16,8,1,2,0
1000860,"High",520,71.18,5,4,10,1,0
1000861,"Low",680,9.74,8,7,7,2,0
1000862,"High",520,55.76,30,10,2,5,0
1000863,"High",1687,2.12,5,6,0,5,0
1000864,"High",242,51.09,29,10,5,1,1
1000865,"Low",1714,78.9,27,10,4,5,1
1000866,"High",438,47.62,16,11,4,5,0
1000867,"Low",1045,36.36,9,7,5,1,0
1000868,"Low",724,55.83,3,0,6,0,0
1000869,"Low",260,93.45,29,10,6,4,1
1000870,"High",1635,1.87,6,1,4,5,0
1000871,"High",172,43.69,13,0,10,2,0
1000872,"High",414,39.5,17,5,1,5,0
1000873,"High",539,73.56,4,9,0,2,0
1000874,"Low",260,24.77,11,2,8,1,0
1000875,"Low",22,75.31,21,7,8,2,0
1000876,"Low",121,72.79,7,3,7,3,0
1000877,"Low",1304,17.58,9,1,2,1,0
1000878,"High",1205,76.48,26,8,8,4,1
1000879,"High",1593,52.83,1,6,6,2,0
1000880,"High",1684,38.17,2,5,0,3,0
1000881,"High",947,57.89,17,8,4,3,0
1000882,"Low",101,41.65,13,11,2,2,0
1000883,"Low",1054,76.4,2,0,6,4,0
1000884,"Low",1184,22.61,28,11,8,1,1
1000885,"Low",1205,9.19,19,2,5,5,0
1000886,"High",1317,79.8,16,9,1,3,0
1000887,"High",1341,0.79,13,6,3,0,0
1000888,"High",303,39.62,28,4,2,3,0
1000889,"High",1064,3.12,11,8,1,5,0
1000890,"High",113,82.82,6,11,5,5,0
1000891,"High",761,5.37,2,11,6,4,0
1000892,"Low",1391,62.43,29,6,2,0,1
1000893,"Low",1259,85.27,18,7,3,4,0
1000894,"High",709,77.5,14,8,5,4,0
1000895,"Low",1607,96.73,27,1,10,3,1
1000896,"High",1494,89.92,23,7,10,2,0
1000897,"High",1655,94.56,24,8,3,5,0
1000898,"High",737,36.84,18,6,2,4,0
1000899,"High",1164,5.22,28,8,5,1,0
1000900,"High",1151,49.98,17,9,9,4,0
1000901,"Low",598,78.34,21,6,1,5,0
1000902,"High",1405,57.93,5,1,10,5,0
1000903,"High",1298,29.1,20,8,10,5,0
1000904,"Low",110,67.56,20,10,8,3,0
1000905,"High",1824,64.01,30,10,6,3,1
1000906,"High",695,49.76,28,6,9,3,1
1000907,"Low",1780,20.34,24,8,5,3,1
1000908,"High",520,61.79,17,11,5,5,0
1000909,"Low",917,7.02,23,5,8,2,0
1000910,"Low",690,68.05,25,0,5,2,0
1000911,"Low",986,64.27,17,7,5,1,0
1000912,"High",268,36.98,11,2,10,2,0
1000913,"High",271,66.63,20,2,9,4,0
1000914,"High",1668,41.47,11,6,3,2,0
1000915,"High",124,94.98,24,7,2,3,0
1000916,"Low",210,47.74,30,9,9,5,1
1000917,"High",593,5.54,17,0,4,4,0
1000918,"Low",1272,31.59,7,7,1,3,0
1000919,"High",1260,56.36,11,10,7,0,0
1000920,"High",1203,83.52,17,0,0,2,0
1000921,"Low",1408,46.21,9,0,8,0,0
1000922,"Low",14,92.79,22,0,10,3,0
1000923,"Low",864,28.74,10,0,8,4,0
1000924,"Low",1413,79.27,28,4,5,1,1
1000925,"High",1117,18.94,26,8,6,0,0
1000926,"Low",480,70.82,20,5,7,2,0
1000927,"High",1731,21.14,21,1,7,3,0
1000928,"High",1305,77.26,1,2,4,2,0
1000929,"Low",1709,43.34,1,11,6,3,0
1000930,"Low",1601,31.13,28,6,4,3,1
1000931,"Low",988,69.22,26,5,7,5,1
1000932,"Low",1727,33.87,24,5,1,3,1
1000933,"Low",1280,64.57,5,1,9,4,0
1000934,"Low",362,8.78,5,7,2,1,0
1000935,"Low",321,47.91,5,11,0,3,0
1000936,"High",840,12.75,20,2,7,4,0
1000937,"Low",1736,75.71,17,8,4,1,0
1000938,"High",907,29.62,29,2,5,2,0
1000939,"Low",528,89.77,26,6,3,2,1
1000940,"High",968,72.38,14,3,3,4,0
1000941,"High",1637,56.75,13,0,7,2,0
1000942,"Low",697,33.14,27,2,8,2,1
1000943,"High",332,72.77,11,7,1,0,0
1000944,"Low",1625,83.81,24,3,9,5,1
1000945,"Low",1578,67.56,1,9,3,5,0
1000946,"Low",1639,57.38,20,6,7,0,1
1000947,"High",601,79.48,25,6,4,4,0
1000948,"High",1407,53.56,13,0,5,5,0
1000949,"High",1347,29.98,11,9,5,5,0
1000950,"High",904,85.04,24,5,4,5,0
1000951,"High",570,25.76,5,11,9,2,0
1000952,"Low",1008,33,19,4,5,3,0
1000953,"Low",35,37.73,22,9,8,2,0
1000954,"High",1663,76.15,9,3,9,0,0
1000955,"Low",613,80.51,6,9,1,5,0
1000956,"High",1443,99,22,4,1,2,0
1000957,"Low",5,18.53,13,9,7,3,0
1000958,"Low",1345,53.34,17,1,0,1,0
1000959,"Low",1156,30.52,6,1,9,0,0
1000960,"High",1162,9.92,25,2,9,3,0
1000961,"High",1483,19.53,13,6,4,2,0
1000962,"High",1164,18.37,21,7,3,5,0
1000963,"Low",1790,96.42,15,4,0,2,0
1000964,"Low",1053,99.63,11,6,3,0,0
1000965,"High",1715,40.85,17,6,4,2,0
1000966,"High",7,14,6,4,1,1,0
1000967,"High",357,47.94,19,9,1,1,0
1000968,"High",1078,42.81,13,10,9,4,0
1000969,"Low",544,80.61,4,4,9,1,0
1000970,"High",144,18.45,6,9,2,2,0
1000971,"Low",711,0.99,28,2,10,2,1
1000972,"High",1194,51.86,14,11,10,1,0
1000973,"High",1066,38.57,17,0,1,3,0
1000974,"Low",568,94.76,30,2,5,3,1
1000975,"High",92,28.79,7,9,8,5,0
1000976,"High",1681,14.3,23,7,2,3,0
1000977,"High",858,8.78,26,1,2,3,0
1000978,"Low",614,77.19,12,7,1,3,0
1000979,"High",251,30.1,29,2,0,4,0
1000980,"High",1743,79.03,3,4,1,1,0
1000981,"High",1219,92.47,15,1,2,1,0
1000982,"Low",795,13.01,13,7,9,2,0
1000983,"High",1144,92.48,21,1,1,3,0
1000984,"Low",1658,71.36,5,9,9,2,0
1000985,"Low",1731,43.24,30,11,3,0,1
1000986,"Low",1391,35.51,1,11,1,4,0
1000987,"Low",1210,1.91,15,0,4,3,0
1000988,"Low",1791,45.88,14,1,5,4,0
1000989,"Low",548,37.35,26,10,8,5,1
1000990,"High",445,82.08,18,7,0,0,0
1000991,"Low",1520,65.42,20,9,2,3,1
1000992,"High",820,28.73,4,11,9,5,0
1000993,"Low",1519,43.63,15,0,4,5,0
1000994,"Low",952,9.49,19,7,9,0,0
1000995,"High",620,50.27,28,9,9,4,1
1000996,"High",834,52.2,12,0,0,1,0
1000997,"High",1575,17.08,16,11,10,4,0
1000998,"Low",324,75.49,11,3,1,0,0
1000999,"Low",570,8.71,25,4,5,1,0
1001000,"High",1067,58.94,1,5,7,5,0
1001001,"Low",611,13.23,12,8,5,4,0
1001002,"Low",824,30.73,22,2,2,0,0
1001003,"Low",563,57.41,7,3,2,4,0
1001004,"Low",719,18.53,3,1,7,2,0
1001005,"High",1251,69.13,28,9,10,4,1
1001006,"Low",632,80.97,30,8,9,4,1
1001007,"High",1727,63.46,10,11,9,0,0
1001008,"High",1755,22.93,10,3,4,2,0
1001009,"Low",1826,67.06,9,10,1,0,0
1001010,"Low",1274,73,13,0,10,2,0
1001011,"High",864,32.09,10,9,7,1,0
1001012,"Low",766,25.17,19,11,6,4,0
1001013,"High",532,37.67,20,7,7,4,0
1001014,"High",1263,81.84,8,2,7,2,0
1001015,"Low",468,29,28,5,4,5,1
1001016,"High",1396,7.7,29,10,9,3,1
1001017,"Low",88,50.05,1,3,5,5,0
1001018,"High",338,23.48,18,0,10,3,0
1001019,"Low",810,28.91,3,0,1,1,0
1001020,"High",518,11.52,4,10,6,2,0
1001021,"High",254,75.62,3,11,8,2,0
1001022,"Low",60,71.12,21,0,2,3,0
1001023,"High",272,32.74,23,3,5,1,0
1001024,"High",312,86.54,24,0,10,1,0
1001025,"High",345,54.57,1,7,3,3,0
1001026,"High",1789,96.32,24,7,9,4,1
1001027,"High",760,15.02,23,7,0,0,0
1001028,"Low",155,11.94,21,11,8,4,1
1001029,"Low",1711,35.57,22,3,4,5,1
1001030,"High",510,43.41,1,10,1,0,0
1001031,"Low",9,96.1,4,4,0,3,0
1001032,"Low",1406,45.45,11,10,7,5,0
1001033,"Low",1820,15.55,5,3,4,4,0
1001034,"Low",1606,70.91,23,0,1,0,0
1001035,"Low",1234,65.49,7,8,3,0,0
1001036,"High",1763,87.46,27,8,6,5,1
1001037,"Low",1379,66.8,30,4,1,0,1
1001038,"Low",1421,63.63,1,3,10,3,0
1001039,"Low",1510,72.44,8,2,8,1,0
1001040,"High",556,27.41,21,6,1,1,0
1001041,"Low",1008,96.79,8,11,8,5,0
1001042,"High",665,53.46,4,9,0,4,0
1001043,"Low",664,63.48,15,7,3,2,0
1001044,"Low",26,74.82,4,3,3,5,0
1001045,"Low",264,55.11,23,5,4,5,0
1001046,"High",1330,3.47,10,11,6,1,0
1001047,"Low",22,16.49,26,3,0,5,0
1001048,"Low",1438,22.94,25,6,4,1,1
1001049,"High",1592,44.09,5,6,3,1,0
1001050,"Low",880,59.18,11,9,4,5,0
1001051,"Low",1306,42.65,13,2,6,0,0
1001052,"Low",1719,9.71,7,10,0,5,0
1001053,"High",993,62.11,7,0,3,1,0
1001054,"Low",717,75.47,27,8,3,3,1
1001055,"High",1113,41.21,16,11,1,2,0
1001056,"High",779,91.2,10,8,5,3,0
1001057,"High",765,40.79,22,1,6,1,0
1001058,"Low",1632,84.84,19,9,9,3,1
1001059,"Low",571,53.59,6,8,0,2,0
1001060,"High",132,41.06,14,11,7,1,0
1001061,"High",1086,26.11,6,9,2,4,0
1001062,"Low",63,2.9,26,4,9,4,1
1001063,"Low",990,95.13,21,3,7,3,0
1001064,"High",1253,6.98,10,6,4,3,0
1001065,"Low",1201,20.99,15,9,9,3,0
1001066,"Low",1371,37.14,10,8,4,1,0
1001067,"Low",1195,28.48,17,10,8,3,0
1001068,"Low",1224,43.76,19,8,7,0,0
1001069,"Low",105,28.89,20,2,9,3,0
1001070,"Low",1808,13.72,17,11,0,5,0
1001071,"High",774,29.57,11,6,1,1,0
1001072,"High",949,57.24,16,10,5,3,0
1001073,"Low",1724,62.79,1,0,2,1,0
1001074,"High",377,89.64,15,3,3,1,0
1001075,"High",1652,81.58,25,2,7,1,0
1001076,"High",519,76.95,26,6,6,2,0
1001077,"Low",1725,57.82,29,4,2,2,1
1001078,"High",520,32.24,11,6,4,3,0
1001079,"High",1705,81.3,11,10,9,1,0
1001080,"High",1031,64.54,30,7,8,5,1
1001081,"High",1067,79.38,17,6,7,4,0
1001082,"Low",930,3.84,16,2,9,4,0
1001083,"Low",1234,61.28,24,2,5,1,1
1001084,"High",288,52,13,8,5,4,0
1001085,"High",11,7.34,19,7,1,2,0
1001086,"Low",1002,64.42,16,6,1,3,0
1001087,"Low",176,24.45,11,6,1,2,0
1001088,"Low",426,33.69,12,11,6,2,0
1001089,"High",1789,58.23,20,10,4,3,0
1001090,"Low",229,70.09,15,2,6,5,0
1001091,"High",57,21.21,28,11,3,4,0
1001092,"Low",922,65.96,12,6,3,2,0
1001093,"Low",1515,78.18,23,6,6,2,1
1001094,"High",1086,49.08,14,11,9,0,0
1001095,"High",562,98.85,7,8,8,2,0
1001096,"High",850,1.44,1,5,5,5,0
1001097,"High",539,50.89,30,2,2,2,0
1001098,"High",376,51.54,18,11,1,3,0
1001099,"Low",1133,24.78,8,11,0,3,0
1001100,"High",1249,93.53,25,4,9,0,0
1001101,"High",78,52.74,26,4,6,4,0
1001102,"Low",1163,30.71,27,5,5,5,1
1001103,"Low",1534,24.32,28,0,7,1,1
1001104,"High",355,54.47,4,4,9,2,0
1001105,"Low",1563,97.28,1,4,7,1,0
1001106,"High",960,8.13,21,11,3,4,0
1001107,"High",1003,25.07,24,7,9,5,0
1001108,"Low",1763,7.06,19,11,0,2,0
1001109,"Low",765,97.25,14,10,0,5,0
1001110,"High",1729,90.04,16,9,2,0,0
1001111,"Low",1353,63.75,30,4,2,1,1
1001112,"High",1035,35.06,28,0,10,5,0
1001113,"High",55,79.33,19,10,4,3,0
1001114,"High",993,19.52,1,11,7,5,0
1001115,"Low",104,45.69,27,1,2,2,0
1001116,"Low",46,5.02,1,1,1,0,0
1001117,"High",761,1.39,3,10,7,0,0
1001118,"High",87,81.11,30,4,8,3,0
1001119,"High",138,18.14,2,10,2,1,0
1001120,"High",1203,19.42,24,2,4,2,0
1001121,"Low",1520,35,26,10,1,2,1
1001122,"High",1212,31.64,16,4,3,3,0
1001123,"High",682,36.03,10,10,1,3,0
1001124,"High",1728,16.47,22,3,0,2,0
1001125,"High",1271,97.29,23,6,3,0,0
1001126,"High",1713,36.27,22,7,7,5,0
1001127,"High",1112,27.18,19,5,7,3,0
1001128,"High",960,38.32,17,3,0,2,0
1001129,"Low",681,67.82,22,4,4,0,0
1001130,"Low",897,55,30,5,6,2,1
1001131,"Low",1384,6.33,14,3,10,4,0
1001132,"High",56,32.77,4,2,2,4,0
1001133,"Low",1643,79.7,29,4,9,1,1
1001134,"High",393,74.39,2,4,7,1,0
1001135,"High",723,93.16,10,2,5,1,0
1001136,"Low",1441,4.45,29,2,9,3,1
1001137,"Low",293,67.22,13,6,4,3,0
1001138,"Low",308,94.02,11,9,8,2,0
1001139,"High",1283,48.96,3,7,3,0,0
1001140,"High",1407,76.47,8,11,5,3,0
1001141,"High",806,17.29,20,5,2,1,0
1001142,"Low",1460,79.04,1,5,4,5,0
1001143,"High",169,79.47,24,6,2,1,0
1001144,"High",1634,83.87,25,6,0,4,0
1001145,"Low",1498,34.55,2,4,3,3,0
1001146,"Low",919,48.01,2,7,3,1,0
1001147,"High",1690,99.57,11,8,0,0,0
1001148,"High",1256,67.1,28,10,3,4,1
1001149,"High",943,63.14,27,1,8,5,0
1001150,"High",1433,67.67,12,1,5,4,0
1001151,"High",856,63.75,22,9,1,5,0
1001152,"High",887,71.24,30,6,2,2,0
1001153,"High",1461,9.11,2,0,0,5,0
1001154,"High",334,67.49,29,11,9,2,1
1001155,"Low",672,77.67,19,2,10,2,0
1001156,"Low",1627,28.25,1,6,8,4,0
1001157,"Low",1256,70.76,21,1,7,4,0
1001158,"High",443,18.34,8,10,3,2,0
1001159,"High",905,22.82,24,2,3,2,0
1001160,"Low",1523,21.9,13,7,6,1,0
1001161,"High",923,9.37,19,10,10,2,0
1001162,"High",1317,15,22,0,7,2,0
1001163,"High",1739,35.36,11,9,7,0,0
1001164,"Low",1736,53.27,27,7,2,4,1
1001165,"Low",1701,26.8,13,6,5,0,0
